"date_garde" "heure" "commune" "nom_et_prenom_pharmacien" "adresse" "full_adress" "full_date" "lon" "lat"
"10-10-2019" "19:00-08:00" "KOUBA" "BACHIR MARIA" "CITE EL ANNESSERS01 BT 101 N°2 KOUBA" "CITE EL ANNESSERS01 BT 101 N°2 KOUBA KOUBA Algérie" "10-10-2019 19:00-08:00" 3.084527 36.7320064
"10-10-2019" "19:00-08:00" "MAHELMA" "KHELLAF HAYET" "CITE 1067 LOGTS LPP ILOT A BLOC A1 N° 82 MAHELMA" "CITE 1067 LOGTS LPP ILOT A BLOC A1 N° 82 MAHELMA MAHELMA Algérie" "10-10-2019 19:00-08:00" 2.8676861 36.6505463
"10-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "BEZZAZ FATIHA" "02 RUE MERZAK DIB (ex LAMARTINE) BELOUIZDAD" "02 RUE MERZAK DIB (ex LAMARTINE) BELOUIZDAD MOHAMMED BELOUIZDAD Algérie" "10-10-2019 19:00-08:00" 3.070142 36.7505682
"10-10-2019" "19:00-08:00" "SIDI M'HAMED" "OUADAH ANISSA" "15,                               RUE MOHAMED BELOUIZDAD PLACE DU 1er SIDI M'HAMED MAI" "15,                               RUE MOHAMED BELOUIZDAD PLACE DU 1er SIDI M'HAMED MAI SIDI M'HAMED Algérie" "10-10-2019 19:00-08:00" 3.0558749 36.7596631
"11-10-2019" "19:00-08:00" "AIN BENIAN" "YOUNSI FADIA" "LOTISSEMENT C N° 10 EL DJAMILA AIN BENIAN" "LOTISSEMENT C N° 10 EL DJAMILA AIN BENIAN AIN BENIAN Algérie" "11-10-2019 19:00-08:00" 2.9001212 36.8032557
"11-10-2019" "19:00-08:00" "AIN TAYA" "KHALFI NABIL" "29 RUE IBN BADIS" "29 RUE IBN BADIS AIN TAYA Algérie" "11-10-2019 19:00-08:00" 3.2907811 36.7940388
"11-10-2019" "19:00-08:00" "BAB EL OUED" "DJALALI NICETTE" "38,                               RUE OMAR BEN AISSA BAB EL OUED" "38,                               RUE OMAR BEN AISSA BAB EL OUED BAB EL OUED Algérie" "11-10-2019 19:00-08:00" 3.0469559 36.795547
"11-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "FANDI CHOUMICHA" "01.RUE KARA CITE LA CONCORDE" "01.RUE KARA CITE LA CONCORDE BIR MOURAD RAIS Algérie" "11-10-2019 19:00-08:00" 3.0430707 36.7342519
"11-10-2019" "19:00-08:00" "KOUBA" "OTMANE TALBA HASSIBA" "04 RUE OMAR BOURSAS KOUBA" "04 RUE OMAR BOURSAS KOUBA KOUBA Algérie" "11-10-2019 19:00-08:00" 3.0806514 36.7303499
"11-10-2019" "19:00-08:00" "MAHELMA" "BOUHAIC KHADOUDJA" "N°02 DOUAR ZAATRIA MAHELMA" "N°02 DOUAR ZAATRIA MAHELMA MAHELMA Algérie" "11-10-2019 19:00-08:00" 2.8643189 36.6581541
"11-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "BELHOCINE AMEL" "193 RUE MOHAMED BELOUIZDAD HAMMA EL ANASSERS" "193 RUE MOHAMED BELOUIZDAD HAMMA EL ANASSERS MOHAMMED BELOUIZDAD Algérie" "11-10-2019 19:00-08:00" 3.0795337 36.7441912
"11-10-2019" "19:00-08:00" "SIDI M'HAMED" "BENMOUFFAK MOHEBEDDINE NASSIMA" "57 rue didouche mourad alger SIDI M'HAMED" "57 rue didouche mourad alger SIDI M'HAMED SIDI M'HAMED Algérie" "11-10-2019 19:00-08:00" 3.0521501 36.7663062
"12-10-2019" "08:00-19:00" "AIN BENIAN" "BENTABAT CHERIFA" "CITE 80 LOGEMENTS BELLE VUE" "CITE 80 LOGEMENTS BELLE VUE AIN BENIAN Algérie" "12-10-2019 08:00-19:00" 2.9169713 36.7873756
"12-10-2019" "08:00-19:00" "BIR MOURAD RAIS" "CHAOUI NAIMA" "cite des 444 logts said hamdine n°18" "cite des 444 logts said hamdine n°18 BIR MOURAD RAIS Algérie" "12-10-2019 08:00-19:00" 3.033837 36.7339979
"12-10-2019" "08:00-19:00" "KOUBA" "BOUCHIBA MERIEM" "ROUTE DE GUE DE CONSTANTINE N 32 KOUBA" "ROUTE DE GUE DE CONSTANTINE N 32 KOUBA KOUBA Algérie" "12-10-2019 08:00-19:00" 3.0943021 36.701484
"12-10-2019" "08:00-19:00" "MAHELMA" "AIT HAMOUDI DJAHIDA" "cite bennour résidence el hana bt 07 lot b07g1 et b07g2 mahelma" "cite bennour résidence el hana bt 07 lot b07g1 et b07g2 mahelma MAHELMA Algérie" "12-10-2019 08:00-19:00" 2.8676861 36.6505463
"12-10-2019" "08:00-19:00" "SIDI M'HAMED" "HEBIB NORA" "15,                               RUE AISSAT IDIR 1er MAI SIDI M'HAMED" "15,                               RUE AISSAT IDIR 1er MAI SIDI M'HAMED SIDI M'HAMED Algérie" "12-10-2019 08:00-19:00" 3.0567591 36.7600796
"12-10-2019" "19:00-08:00" "AIN BENIAN" "HOUMA KARIMA" "lotissement H n 05 ain benian" "lotissement H n 05 ain benian AIN BENIAN Algérie" "12-10-2019 19:00-08:00" 2.9337917 36.7965083
"12-10-2019" "19:00-08:00" "BAB EL OUED" "BACHTARZI CHAKIB" "CITE DES EUCALYPTUS BT N°01 BAB EL OUED" "CITE DES EUCALYPTUS BT N°01 BAB EL OUED BAB EL OUED Algérie" "12-10-2019 19:00-08:00" 3.0513601 36.7927594
"12-10-2019" "19:00-08:00" "BAB EL OUED" "BOUKARI NOUREDDINE" "25, AVENUE COLONEL LOTFI" "25, AVENUE COLONEL LOTFI BAB EL OUED Algérie" "12-10-2019 19:00-08:00" 3.0537675 36.791078
"12-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "MORSLI MALIKA" "01.avenue mohammedi bir mourad rais" "01.avenue mohammedi bir mourad rais BIR MOURAD RAIS Algérie" "12-10-2019 19:00-08:00" 3.0496153 36.7397925
"12-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "TAIBOUNI NACERA" "CITE GALOUL BORDJ EL BAHRI" "CITE GALOUL BORDJ EL BAHRI BORDJ EL BAHRI Algérie" "12-10-2019 19:00-08:00" 3.2437939 36.7790814
"12-10-2019" "19:00-08:00" "KOUBA" "LADJROUD IMANE" "01 RUE DES FRERES HAMIA KOUBA" "01 RUE DES FRERES HAMIA KOUBA KOUBA Algérie" "12-10-2019 19:00-08:00" 3.0854634 36.7329312
"12-10-2019" "19:00-08:00" "MAHELMA" "BOUDJELLAB AHMED FATAH EDDINE" "05 RUE MERZOUG MUSTAPHA BENALI MAHELMA" "05 RUE MERZOUG MUSTAPHA BENALI MAHELMA MAHELMA Algérie" "12-10-2019 19:00-08:00" 3.0551159 36.7563368
"12-10-2019" "19:00-08:00" "SIDI M'HAMED" "CHEBIL HOURIA" "RUE MOHAMED ZEKKAL N°17 SIDI M'HAMED" "RUE MOHAMED ZEKKAL N°17 SIDI M'HAMED SIDI M'HAMED Algérie" "12-10-2019 19:00-08:00" 3.0551159 36.7563368
"13-10-2019" "19:00-08:00" "AIN BENIAN" "NACEF NACHIDA" "RUE AMAR IDRIS N18 AIN BENIAN" "RUE AMAR IDRIS N18 AIN BENIAN AIN BENIAN Algérie" "13-10-2019 19:00-08:00" 2.9337917 36.7965083
"13-10-2019" "19:00-08:00" "BAB EL OUED" "SAHRAOUI SAMIA" "15,                                RUE DES FRERES ACHACHE (exLEVINGSTONE)" "15,                                RUE DES FRERES ACHACHE (exLEVINGSTONE) BAB EL OUED Algérie" "13-10-2019 19:00-08:00" 3.0513601 36.7927594
"13-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "BOUROUIS FATMA ZOHRA" "CITE LES CASTORS 4 EME GROUPE N° 1" "CITE LES CASTORS 4 EME GROUPE N° 1 BIR MOURAD RAIS Algérie" "13-10-2019 19:00-08:00" 3.0503737 36.7353493
"13-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "MERAH SABRINA" "CITE BENDJEADA N06 VILLA 30" "CITE BENDJEADA N06 VILLA 30 BORDJ EL BAHRI Algérie" "13-10-2019 19:00-08:00" 3.2404681 36.7791328
"13-10-2019" "19:00-08:00" "KOUBA" "ZOUAOUI ANISSA" "60 rue les Fréres ABDESSLAMI kouba" "60 rue les Fréres ABDESSLAMI kouba KOUBA Algérie" "13-10-2019 19:00-08:00" 3.0827225 36.7290746
"13-10-2019" "19:00-08:00" "RAHMANIA" "KHIATI FATMA ZOHRA" "ROUTE HAMIDI MOHAMED LOCAL N19" "ROUTE HAMIDI MOHAMED LOCAL N19 RAHMANIA Algérie" "13-10-2019 19:00-08:00" 2.9126022 36.6764115
"13-10-2019" "19:00-08:00" "SIDI M'HAMED" "KERRAR YACINE" "44 rue ahmed ghermoule" "44 rue ahmed ghermoule SIDI M'HAMED Algérie" "13-10-2019 19:00-08:00" 3.0543302 36.7577291
"14-10-2019" "19:00-08:00" "AIN BENIAN" "OULD BRAHAM SAMIA" "15 Rue pasteur A AIN BENIAN" "15 Rue pasteur A AIN BENIAN AIN BENIAN Algérie" "14-10-2019 19:00-08:00" 2.9337917 36.7965083
"14-10-2019" "19:00-08:00" "BAB EL OUED" "BOUKARI HAYET" "02 RUE NELSON CHERICO" "02 RUE NELSON CHERICO BAB EL OUED Algérie" "14-10-2019 19:00-08:00" 3.0513601 36.7927594
"14-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "RABHI DALILA" "CITE LA CONCORDE BATIMENT B N24" "CITE LA CONCORDE BATIMENT B N24 BIR MOURAD RAIS Algérie" "14-10-2019 19:00-08:00" 3.0430707 36.7342519
"14-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "RABHI AMINA" "CITE 05 JUILLET EX COCO PLAGE BORDJEL BAHRI" "CITE 05 JUILLET EX COCO PLAGE BORDJEL BAHRI BORDJ EL BAHRI Algérie" "14-10-2019 19:00-08:00" 3.2350308 36.7792629
"14-10-2019" "19:00-08:00" "KOUBA" "CHIKHI MERIEM" "ZHUN GARIDI G4 (EX FERME SASTRA) KOUBA" "ZHUN GARIDI G4 (EX FERME SASTRA) KOUBA KOUBA Algérie" "14-10-2019 19:00-08:00" 3.0620023 36.7312597
"14-10-2019" "19:00-08:00" "SIDI M'HAMED" "BENAISSA ASMA SAKINA" "18 rue rabah midat sidi m'hamed" "18 rue rabah midat sidi m'hamed SIDI M'HAMED Algérie" "14-10-2019 19:00-08:00" 3.0484226 36.7618183
"15-10-2019" "19:00-08:00" "AIN BENIAN" "BELTAS NASSIMA" "cité 129 logt bt n 03 lot n 61 ain benian" "cité 129 logt bt n 03 lot n 61 ain benian AIN BENIAN Algérie" "15-10-2019 19:00-08:00" 2.9337917 36.7965083
"15-10-2019" "19:00-08:00" "BAB EL OUED" "DERRIS LATIFA" "33 AVENUE MOHAMED BOUBEHA" "33 AVENUE MOHAMED BOUBEHA BAB EL OUED Algérie" "15-10-2019 19:00-08:00" 3.0596607 36.7911301
"15-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "BOUCHELAGHEM ABDERRAHMANE" "03 rue ahmed kara cite illo h" "03 rue ahmed kara cite illo h BIR MOURAD RAIS Algérie" "15-10-2019 19:00-08:00" 3.0252638 36.7503616
"15-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "MADANI SALAH EDDINE" "route nationale n 24" "route nationale n 24 BORDJ EL BAHRI Algérie" "15-10-2019 19:00-08:00" 3.246868 36.775209
"15-10-2019" "19:00-08:00" "DOUERA" "BENKHEIRA HABIBA" "N 01 RUE RAMDANI" "N 01 RUE RAMDANI DOUERA Algérie" "15-10-2019 19:00-08:00" 2.9275836 36.6490943
"15-10-2019" "19:00-08:00" "SIDI M'HAMED" "BELAIDI WAHIBA" "06 rue ferhat boussad messonnier" "06 rue ferhat boussad messonnier SIDI M'HAMED Algérie" "15-10-2019 19:00-08:00" 3.0512846 36.765097
"16-10-2019" "08:00-19:00" "AIN BENIAN" "DEY MARWA" "PLATEAU 2 GROUPE DE PROPRIETE 116 DIVISION 3" "PLATEAU 2 GROUPE DE PROPRIETE 116 DIVISION 3 AIN BENIAN Algérie" "16-10-2019 08:00-19:00" 2.9337917 36.7965083
"16-10-2019" "19:00-08:00" "AIN BENIAN" "DEY MARWA" "PLATEAU 2 GROUPE DE PROPRIETE 116 DIVISION 3" "PLATEAU 2 GROUPE DE PROPRIETE 116 DIVISION 3 AIN BENIAN Algérie" "16-10-2019 19:00-08:00" 2.9337917 36.7965083
"16-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "OULD HAMOU KAHINA" "CITE KRIM BELKACEM LES SOURCES BT 09 N03" "CITE KRIM BELKACEM LES SOURCES BT 09 N03 BIR MOURAD RAIS Algérie" "16-10-2019 19:00-08:00" 3.2212883 36.7095673
"16-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "CHERAITIA SAMIRA" "rue gaaloul n°693 lot 02 BORDJ EL BAHRI" "rue gaaloul n°693 lot 02 BORDJ EL BAHRI BORDJ EL BAHRI Algérie" "16-10-2019 19:00-08:00" 3.2385998 36.7818541
"16-10-2019" "19:00-08:00" "DOUERA" "MEGATELI MOHAMED TAWFIK ABDELKADER" "COMMUNE DOUERA DAIRA DE DOUERA" "COMMUNE DOUERA DAIRA DE DOUERA DOUERA Algérie" "16-10-2019 19:00-08:00" 2.9275836 36.6490943
"16-10-2019" "19:00-08:00" "SIDI M'HAMED" "BAKALEM AICHA" "32 BIS TAHAR CHAAF SID M'HAMED" "32 BIS TAHAR CHAAF SID M'HAMED SIDI M'HAMED Algérie" "16-10-2019 19:00-08:00" 3.0510869 36.7619358
"17-10-2019" "19:00-08:00" "AIN BENIAN" "CHERGUI IMENE" "CITE 271 LOGTS BELLE VUE LOCAL 16Y1/C5 01 ET 16Y1/C5 02" "CITE 271 LOGTS BELLE VUE LOCAL 16Y1/C5 01 ET 16Y1/C5 02 AIN BENIAN Algérie" "17-10-2019 19:00-08:00" 2.9337917 36.7965083
"17-10-2019" "19:00-08:00" "BAB EL OUED" "HADDADI OTHMANE" "02 rue khalef mustapha" "02 rue khalef mustapha BAB EL OUED Algérie" "17-10-2019 19:00-08:00" 3.009284 36.753968
"17-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "ZEKRI SOUHILA" "LOT N19 COOP ER-RAHMA EX MARCELLO FABRI" "LOT N19 COOP ER-RAHMA EX MARCELLO FABRI BIR MOURAD RAIS Algérie" "17-10-2019 19:00-08:00" 3.0624827 36.7367617
"17-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "MAHDI LILA" "SBAA OMAR NORD LOT 02 GROUPEMENT D'HABITATION 1659 LOCAL N 03" "SBAA OMAR NORD LOT 02 GROUPEMENT D'HABITATION 1659 LOCAL N 03 BORDJ EL BAHRI Algérie" "17-10-2019 19:00-08:00" 3.2404681 36.7791328
"17-10-2019" "19:00-08:00" "DOUERA" "MAHMOUDI RACHID" "49.RUE DES FRERES CHEBRA DOUERA" "49.RUE DES FRERES CHEBRA DOUERA DOUERA Algérie" "17-10-2019 19:00-08:00" 2.9275836 36.6490943
"17-10-2019" "19:00-08:00" "KOUBA" "HACIANE FATIMA" "cite 286 logts bt 07 local 03 jolie vue KOUBA" "cite 286 logts bt 07 local 03 jolie vue KOUBA KOUBA Algérie" "17-10-2019 19:00-08:00" 3.0789094 36.7220742
"17-10-2019" "19:00-08:00" "SIDI M'HAMED" "BOUCHENE RACHID" "01 RUE REDA HOUHOU" "01 RUE REDA HOUHOU SIDI M'HAMED Algérie" "17-10-2019 19:00-08:00" 3.0551349 36.7672497
"18-10-2019" "19:00-08:00" "AIN BENIAN" "REZAIGUIA ABBESSE" "cite 184 logt locaux n 02 et n 03 bt A 3 n 7" "cite 184 logt locaux n 02 et n 03 bt A 3 n 7 AIN BENIAN Algérie" "18-10-2019 19:00-08:00" 2.9337917 36.7965083
"18-10-2019" "19:00-08:00" "BAB EL OUED" "BOUKENNOUS SOUMEYA" "32 Bis rue kouache rachid" "32 Bis rue kouache rachid BAB EL OUED Algérie" "18-10-2019 19:00-08:00" 3.0534582 36.7920592
"18-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "KHETTAB ABDELKRIM" "CITE SOCIALE N 03 LES SOURCES" "CITE SOCIALE N 03 LES SOURCES BIR MOURAD RAIS Algérie" "18-10-2019 19:00-08:00" NA NA
"18-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "BOUZIDI MOHAMED AMINE" "COOPERATIVE IMMOBILIERE FAMILIALE ROUTE RURALE N 20" "COOPERATIVE IMMOBILIERE FAMILIALE ROUTE RURALE N 20 BORDJ EL BAHRI Algérie" "18-10-2019 19:00-08:00" 3.2404681 36.7791328
"18-10-2019" "19:00-08:00" "DOUERA" "ZIZI MERIEM" "rue 59 les ferer bouallam DOUERA" "rue 59 les ferer bouallam DOUERA DOUERA Algérie" "18-10-2019 19:00-08:00" 2.9275836 36.6490943
"18-10-2019" "19:00-08:00" "KOUBA" "LYAZIDI NADIA" "COOPERATIVE EL FETH N 28 JOLIE VUE KOUBA" "COOPERATIVE EL FETH N 28 JOLIE VUE KOUBA KOUBA Algérie" "18-10-2019 19:00-08:00" 3.0814946 36.7266729
"18-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "LARAK FATIHA" "244 RUE MOHAMED BELOUIZDAD" "244 RUE MOHAMED BELOUIZDAD MOHAMMED BELOUIZDAD Algérie" "18-10-2019 19:00-08:00" 3.0800387 36.7432539
"18-10-2019" "19:00-08:00" "ROUIBA" "AIT OUAKLI NABIL" "01,                                RUE ROURAOUA" "01,                                RUE ROURAOUA ROUIBA Algérie" "18-10-2019 19:00-08:00" 3.2885455 36.7259091
"18-10-2019" "19:00-08:00" "SIDI M'HAMED" "MISSOUMI ZADJIA" "115 rue didouche mourad" "115 rue didouche mourad SIDI M'HAMED Algérie" "18-10-2019 19:00-08:00" 3.0481959 36.7634888
"19-10-2019" "08:00-19:00" "AIN BENIAN" "OULD BRAHAM SAMIA" "15 Rue pasteur A AIN BENIAN" "15 Rue pasteur A AIN BENIAN AIN BENIAN Algérie" "19-10-2019 08:00-19:00" 2.9337917 36.7965083
"19-10-2019" "08:00-19:00" "AIN BENIAN" "OULD HAMOUDA FATIHA" "70 RUE COLONNEL SI M'HAMED" "70 RUE COLONNEL SI M'HAMED AIN BENIAN Algérie" "19-10-2019 08:00-19:00" 2.9157994 36.8034142
"19-10-2019" "08:00-19:00" "BAB EL OUED" "MIMOUNI ZINA AMEL" "CITE MOHAMED BOUBELA N27 BAB EL OUED" "CITE MOHAMED BOUBELA N27 BAB EL OUED BAB EL OUED Algérie" "19-10-2019 08:00-19:00" 3.0513601 36.7927594
"19-10-2019" "08:00-19:00" "BIR MOURAD RAIS" "MOKRI ASSIA" "1 81/01 RUE PICARDIE LA SARPINIERE BIR MOURAD RAIS" "1 81/01 RUE PICARDIE LA SARPINIERE BIR MOURAD RAIS BIR MOURAD RAIS Algérie" "19-10-2019 08:00-19:00" 2.5280732 49.6636127
"19-10-2019" "08:00-19:00" "BORDJ EL BAHRI" "ZOUZOU AMEL" "ROUTE NATIONALE N°24 TERRE FAMILIALE BORDJ EL BAHRI" "ROUTE NATIONALE N°24 TERRE FAMILIALE BORDJ EL BAHRI BORDJ EL BAHRI Algérie" "19-10-2019 08:00-19:00" 3.2501748 36.7805223
"19-10-2019" "08:00-19:00" "DOUERA" "NAIT KACI SAID" "01.rue des frére ben aissat DOUERA" "01.rue des frére ben aissat DOUERA DOUERA Algérie" "19-10-2019 08:00-19:00" 2.9275836 36.6490943
"19-10-2019" "08:00-19:00" "KOUBA" "LARABA MERIEM" "CITE DIAR EL AFIA B5/CN1 EL ANNASSERS KOUBA" "CITE DIAR EL AFIA B5/CN1 EL ANNASSERS KOUBA KOUBA Algérie" "19-10-2019 08:00-19:00" 3.1248606 36.718494
"19-10-2019" "08:00-19:00" "SIDI M'HAMED" "BEDJAOUI NOURIA" "18 RIDA HOUHOU SIDI M'HAMED" "18 RIDA HOUHOU SIDI M'HAMED SIDI M'HAMED Algérie" "19-10-2019 08:00-19:00" 3.0551349 36.7672497
"19-10-2019" "19:00-08:00" "AIN BENIAN" "HADJ DJILANI RADIA" "CITE 145/1600 LOGTS LSP LOCAL N06 BT 10" "CITE 145/1600 LOGTS LSP LOCAL N06 BT 10 AIN BENIAN Algérie" "19-10-2019 19:00-08:00" 2.9337917 36.7965083
"19-10-2019" "19:00-08:00" "BAB EL OUED" "SOUICI SAIDA" "109,RUE COLONEL LOTFI" "109,RUE COLONEL LOTFI BAB EL OUED Algérie" "19-10-2019 19:00-08:00" 3.0537675 36.791078
"19-10-2019" "19:00-08:00" "BAB EL OUED" "TIFOUS KHEIRA" "57 avanne colonel lotfi" "57 avanne colonel lotfi BAB EL OUED Algérie" "19-10-2019 19:00-08:00" 3.0510857 36.7905749
"19-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "ZEKRI SOUHILA" "LOT N19 COOP ER-RAHMA EX MARCELLO FABRI" "LOT N19 COOP ER-RAHMA EX MARCELLO FABRI BIR MOURAD RAIS Algérie" "19-10-2019 19:00-08:00" 3.0624827 36.7367617
"19-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "ZEMIHI SABRINA" "CITE 300/92 LOGTS BT 12 N01" "CITE 300/92 LOGTS BT 12 N01 BORDJ EL BAHRI Algérie" "19-10-2019 19:00-08:00" 3.2404681 36.7791328
"19-10-2019" "19:00-08:00" "DOUERA" "BELGAID AICHA" "15.RUE DES FRERES LAICHAOUI DOUERA" "15.RUE DES FRERES LAICHAOUI DOUERA DOUERA Algérie" "19-10-2019 19:00-08:00" 2.9275836 36.6490943
"19-10-2019" "19:00-08:00" "KOUBA" "BOUARFA AMINE" "01 CITE EL SOLTANE" "01 CITE EL SOLTANE KOUBA Algérie" "19-10-2019 19:00-08:00" 3.0814946 36.7266729
"19-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "ZIOUI DALILA" "21 RUE MOHAMED BOUGUERFA MOHAMED BELOUIZDAD EX BELCOURT" "21 RUE MOHAMED BOUGUERFA MOHAMED BELOUIZDAD EX BELCOURT MOHAMMED BELOUIZDAD Algérie" "19-10-2019 19:00-08:00" 3.0631098 36.7539379
"20-10-2019" "19:00-08:00" "AIN BENIAN" "BENGUERBA AMINA FATMA ZOHRA" "CITE 1000 LOGTS SOCIAUX LOCATIFS" "CITE 1000 LOGTS SOCIAUX LOCATIFS AIN BENIAN Algérie" "20-10-2019 19:00-08:00" 2.9337917 36.7965083
"20-10-2019" "19:00-08:00" "BAB EL OUED" "GUERMOUCHE NACERA" "70 avenue colonel lotfi" "70 avenue colonel lotfi BAB EL OUED Algérie" "20-10-2019 19:00-08:00" 3.0537675 36.791078
"20-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "AHMIM NOUARA" "CITE LA CONCORDE Bt C N°23" "CITE LA CONCORDE Bt C N°23 BIR MOURAD RAIS Algérie" "20-10-2019 19:00-08:00" 3.0430707 36.7342519
"20-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "KHEDDACHE REDOUANE" "580 hai galloul bordj el bahri" "580 hai galloul bordj el bahri BORDJ EL BAHRI Algérie" "20-10-2019 19:00-08:00" 3.2404681 36.7791328
"20-10-2019" "19:00-08:00" "DOUERA" "TOUAHRIA ABDELKRIM" "lot n 13 loti si madani locl c b a 01" "lot n 13 loti si madani locl c b a 01 DOUERA Algérie" "20-10-2019 19:00-08:00" 2.9275836 36.6490943
"20-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "CHERCHALI FARIDA" "06 RUE MOULOUD ZIKARA BELOUIZDAD" "06 RUE MOULOUD ZIKARA BELOUIZDAD MOHAMMED BELOUIZDAD Algérie" "20-10-2019 19:00-08:00" 3.070142 36.7505682
"20-10-2019" "19:00-08:00" "SIDI M'HAMED" "OUSSALAH SIHEM" "70,                               RUE HASSIBA BEN BOUALI SIDI M'HAMED" "70,                               RUE HASSIBA BEN BOUALI SIDI M'HAMED SIDI M'HAMED Algérie" "20-10-2019 19:00-08:00" 3.0563896 36.7629396
"21-10-2019" "19:00-08:00" "AIN BENIAN" "KHOUADER NASSIMA" "COOP ENNOUR N°17 (EX CITE 1208 LOGTS) AIN BENIAN" "COOP ENNOUR N°17 (EX CITE 1208 LOGTS) AIN BENIAN AIN BENIAN Algérie" "21-10-2019 19:00-08:00" 2.9337917 36.7965083
"21-10-2019" "19:00-08:00" "BAB EL OUED" "GOUALA AYED" "04 rue ahmed toudert (ex des moulins)" "04 rue ahmed toudert (ex des moulins) BAB EL OUED Algérie" "21-10-2019 19:00-08:00" 3.0504856 36.7914274
"21-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "KHEDIRI SAAD" "cite said hamdine 195/574 logts bt 17" "cite said hamdine 195/574 logts bt 17 BIR MOURAD RAIS Algérie" "21-10-2019 19:00-08:00" 3.0289879 36.7363085
"21-10-2019" "19:00-08:00" "BORDJ EL BAHRI" "CHAIEB YASMINE NAILA" "ALGER PLAGE N 62" "ALGER PLAGE N 62 BORDJ EL BAHRI Algérie" "21-10-2019 19:00-08:00" 3.2413365 36.7772433
"21-10-2019" "19:00-08:00" "DOUERA" "DROUCHE CHAABANE" "13 rue cherchali boualem douar lala DOUERA" "13 rue cherchali boualem douar lala DOUERA DOUERA Algérie" "21-10-2019 19:00-08:00" 2.9418361 36.6692565
"21-10-2019" "19:00-08:00" "KOUBA" "MOGHRANI SAMIR" "CITE LES ANNASSERS II BT 17 N02 KOUBA" "CITE LES ANNASSERS II BT 17 N02 KOUBA KOUBA Algérie" "21-10-2019 19:00-08:00" 3.066072 36.7341842
"21-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "BOUHASSANE HASSINE" "RUE FRRES MERAKCHI N? 02" "RUE FRRES MERAKCHI N? 02 MOHAMMED BELOUIZDAD Algérie" "21-10-2019 19:00-08:00" 3.0626975 36.7519981
"21-10-2019" "19:00-08:00" "SIDI M'HAMED" "KHENE SALAH" "23 rue ahmed zabana sidi m hamed" "23 rue ahmed zabana sidi m hamed SIDI M'HAMED Algérie" "21-10-2019 19:00-08:00" 3.0536287 36.7652585
"22-10-2019" "19:00-08:00" "AIN BENIAN" "KOUICI NASSIB" "139 lot b djenane mebrouk AIN BENIAN" "139 lot b djenane mebrouk AIN BENIAN AIN BENIAN Algérie" "22-10-2019 19:00-08:00" 2.9337917 36.7965083
"22-10-2019" "19:00-08:00" "BAB EL OUED" "ABDESSMED ABDELLAH" "47 AVENUE COLONEL LOTFI" "47 AVENUE COLONEL LOTFI BAB EL OUED Algérie" "22-10-2019 19:00-08:00" 3.0537675 36.791078
"22-10-2019" "19:00-08:00" "BIR MOURAD RAIS" "BENBRAHIM FATIMA ZOHRA" "09.RUE DES FRERES BOUADOU BT A N03ET 04 BMR" "09.RUE DES FRERES BOUADOU BT A N03ET 04 BMR BIR MOURAD RAIS Algérie" "22-10-2019 19:00-08:00" 3.0594741 36.7394747
"22-10-2019" "19:00-08:00" "DOUERA" "BENOUNICHE REDOUANE" "17 RUE AZOUNI MOHAMED DOUERA" "17 RUE AZOUNI MOHAMED DOUERA DOUERA Algérie" "22-10-2019 19:00-08:00" 2.9275836 36.6490943
"22-10-2019" "19:00-08:00" "EL MARSA" "ROSTANE SAMY" "QUTRE CHEMAIN CAPITANE DOUKARI BOUALEM LOCAL N02 EL MARSA" "QUTRE CHEMAIN CAPITANE DOUKARI BOUALEM LOCAL N02 EL MARSA EL MARSA Algérie" "22-10-2019 19:00-08:00" 3.2556911 36.8097178
"22-10-2019" "19:00-08:00" "MOHAMMED BELOUIZDAD" "SAIDI SOUHILA" "26 NACERA NOUNOU MOHAMED" "26 NACERA NOUNOU MOHAMED MOHAMMED BELOUIZDAD Algérie" "22-10-2019 19:00-08:00" 3.070142 36.7505682
